,航班日期,航班号,起飞时间,降落时间,机号,机型,大机型,PF工号,PF机队名称,执飞单位名称,起飞机场三字码,起飞机场四字码,降落机场三字码,降落机场四字码,降落metar报文,降落跑道,年份,降落时间_小时,机场经度,机场纬度,降落机场名称,起飞机场经度,起飞机场纬度,PF技术等级,风险等级
2700506,2024-07-24,5087,2024-07-24 14:06:00,2024-07-24 15:33:00,B-1033,A320-NEO,A320,0xB9D,33.0队,I,PVG,ZSPD,FUK,RJFF,"例行天气报告：福冈(RJFF, FUK)机场；北京时间2024-07-24 16:30；320度的风3节(2米/秒)，风向在250度至10度间变化；能见度高于10公里；微量的云，云底高3000英尺(900米)、少云，云底高20000英尺(6000米)、多云，云底高不明；气温为34℃，露点温度为23℃；修正海压为1005百帕；备注：RMK 1CU030 4AC200 A2969。",16,2024,15.0,130.4510040283200,33.585899353027300,Fukuoka Airport,121.805,31.1434,教员,高风险
2700507,2024-07-24,5088,2024-07-24 17:24:00,2024-07-24 18:44:00,B-1033,A320-NEO,A320,0xB9D,33.0队,I,FUK,RJFF,PVG,ZSPD,"例行天气报告：浦东(ZSPD, PVG)机场；北京时间2024-07-24 19:30；120度的风5米/秒，风向在80度至140度间变化；能见度高于10公里；少云，云底高2000英尺(600米)；气温为29℃，露点温度为27℃；修正海压为1000百帕；天气没有明显变化。",16L,2024,18.0,121.805,31.1434,Shanghai Pudong International Airport,130.4510040283200,33.585899353027300,教员,低风险
2700508,2024-07-25,5667,2024-07-26 08:10:00,2024-07-26 09:32:00,B-1211,A320-NEO,A320,0xB9D,33.0队,I,PVG,ZSPD,DLC,ZYTL,"例行天气报告：大连(ZYTL, DLC)机场；北京时间2024-07-26 10:30；160度的风6米/秒；能见度8000米；小阵雨；少云，云底高800英尺(240米)、多云，云底高3000英尺(900米)；气温为27℃，露点温度为25℃；修正海压为1004百帕；天气没有明显变化。",10,2024,9.0,121.538477,38.965719,Dalian Zhoushuizi International Airport,121.805,31.1434,教员,高风险
2700509,2024-07-25,5667,2024-07-26 11:15:00,2024-07-26 12:57:00,B-1211,A320-NEO,A320,0xB9D,33.0队,I,DLC,ZYTL,LDS,ZYLD,"例行天气报告：伊春(ZYLD, LDS)机场；北京时间2024-07-26 14:00；120度的风6米/秒；能见度高于10公里；微量的云，云底高3300英尺(990米)；气温为28℃，露点温度为17℃；修正海压为1012百帕；天气没有明显变化。",12,2024,12.0,129.019125,47.752056,Yichun Lindu Airport,121.538477,38.965719,教员,低风险
2703900,2024-07-23,6283,2024-07-23 19:34:00,2024-07-23 21:39:00,B-1640,A321,A320,0xBA5,20.0队,J,PKX,ZBAD,JMU,ZYJM,"例行天气报告：佳木斯(ZYJM, JMU)机场；北京时间2024-07-23 23:00；70度的风2米/秒；天空状况良好；气温为22℃，露点温度为21℃；修正海压为1002百帕；天气没有明显变化。",6,2024,21.0,130.464996,46.843399,Jiamusi Dongjiao Airport,116.41092,39.509945,机长,低风险
2703901,2024-07-23,6284,2024-07-23 22:41:00,2024-07-24 00:43:00,B-1640,A321,A320,0xBA5,20.0队,J,JMU,ZYJM,PKX,ZBAD,"例行天气报告：北京大兴(ZBAD, PKX)机场；北京时间2024-07-24 01:30；220度的风1米/秒；天空状况良好；气温为30℃，露点温度为27℃；修正海压为997百帕；天气没有明显变化。",01L,2024,0.0,116.41092,39.509945,Beijing Daxing International Airport,130.464996,46.843399,机长,低风险
2703902,2024-07-25,6305,2024-07-25 15:13:00,2024-07-25 17:58:00,B-6331,A321,A320,0xBA5,20.0队,J,PKX,ZBAD,CAN,ZGGG,"例行天气报告：广州(ZGGG, CAN)机场；北京时间2024-07-25 18:30；250度的风5米/秒；天空状况良好；气温为37℃，露点温度为26℃；修正海压为988百帕；天气没有明显变化。",20L,2024,17.0,113.299004,23.392401,Guangzhou Baiyun International Airport,116.41092,39.509945,机长,低风险
2703903,2024-07-25,6310,2024-07-25 20:22:00,2024-07-25 22:57:00,B-6331,A321,A320,0xBA5,20.0队,J,CAN,ZGGG,PKX,ZBAD,"例行天气报告：北京大兴(ZBAD, PKX)机场；北京时间2024-07-25 23:30；130度的风1米/秒；能见度6000米；微量的云，云底高500英尺(150米)；气温为25℃，露点温度为25℃；修正海压为1001百帕；天气没有明显变化。",35L,2024,22.0,116.41092,39.509945,Beijing Daxing International Airport,113.299004,23.392401,机长,低风险
2705389,2024-07-25,6419,2024-07-25 16:48:00,2024-07-25 20:21:00,B-9943,A320,A320,0xBA6,123.0队,C,XIY,ZLXY,AAT,ZWAT,"例行天气报告：阿勒泰(ZWAT, AAT)机场；北京时间2024-07-25 21:00；330度的风3米/秒；能见度高于10公里；微量的积雨云，云底高3300英尺(990米)、微量的云，云底高4000英尺(1200米)；气温为25℃，露点温度为12℃；修正海压为1006百帕；天气没有明显变化。",30,2024,20.0,88.085808,47.749886,Altay Xuedu Airport,108.751999,34.447102,机长,低风险
2707628,2024-07-23,5538,2024-07-23 14:57:00,2024-07-23 16:36:00,B-8651,A321,A320,0xBB0,69.0队,A,HGH,ZSHC,TAO,ZSQD,"例行天气报告：青岛(ZSQD, TAO)机场；北京时间2024-07-23 18:00；190度的风3米/秒；天空状况良好；气温为27℃，露点温度为26℃；修正海压为999百帕；天气没有明显变化。",16,2024,16.0,120.088171,36.361953,Qingdao Jiaodong International Airport,120.428865,30.23609,机长,低风险
2707629,2024-07-23,5544,2024-07-24 07:01:00,2024-07-24 08:15:00,B-324Z,A320-NEO,A320,0xBB0,69.0队,A,YNT,ZSYT,PVG,ZSPD,"例行天气报告：浦东(ZSPD, PVG)机场；北京时间2024-07-24 09:00；160度的风6米/秒；能见度高于10公里；多云，云底高1600英尺(480米)；气温为31℃，露点温度为26℃；修正海压为1002百帕；天气没有明显变化。",16L,2024,8.0,121.805,31.1434,Shanghai Pudong International Airport,120.978124,37.659724,机长,低风险
2707630,2024-07-24,5589,2024-07-24 12:09:00,2024-07-24 13:37:00,B-6373,A320,A320,0xBB0,69.0队,A,PVG,ZSPD,TAO,ZSQD,"例行天气报告：青岛(ZSQD, TAO)机场；北京时间2024-07-24 15:00；150度的风8米/秒；天空状况良好；气温为31℃，露点温度为28℃；修正海压为999百帕；天气没有明显变化。",17,2024,13.0,120.088171,36.361953,Qingdao Jiaodong International Airport,121.805,31.1434,机长,低风险
2707631,2024-07-24,6165,2024-07-24 21:23:00,2024-07-24 23:26:00,B-6558,A320,A320,0xBB0,69.0队,A,TAO,ZSQD,INC,ZLIC,"例行天气报告：银川(ZLIC, INC)机场；北京时间2024-07-25 00:00；180度的风3米/秒；天空状况良好；气温为24℃，露点温度为14℃；修正海压为1007百帕；天气没有明显变化。",21,2024,23.0,106.393214,38.322758,Yinchuan Hedong International Airport,120.088171,36.361953,机长,低风险
2707632,2024-07-24,6166,2024-07-25 00:28:00,2024-07-25 02:34:00,B-6558,A320,A320,0xBB0,69.0队,A,INC,ZLIC,TAO,ZSQD,"例行天气报告：青岛(ZSQD, TAO)机场；北京时间2024-07-25 04:00；150度的风5米/秒；能见度8000米；多云，云底高500英尺(150米)；气温为26℃，露点温度为26℃；修正海压为1000百帕；到24日20时30分UTC结束，天气逐渐转变到多云，云底高400英尺(120米)。",16,2024,2.0,120.088171,36.361953,Qingdao Jiaodong International Airport,106.393214,38.322758,机长,低风险
2707633,2024-07-25,9927,2024-07-26 06:13:00,2024-07-26 08:20:00,B-32DY,A320-NEO,A320,0xBB0,69.0队,A,TAO,ZSQD,HNY,ZGHY,"例行天气报告：衡阳(ZGHY, HNY)机场；北京时间2024-07-26 09:00；340度的风5米/秒；能见度高于10公里；多云，云底高3300英尺(990米)；气温为33℃，露点温度为26℃；修正海压为993百帕；天气没有明显变化。",4,2024,8.0,112.617958,26.72208,Hengyang Nanyue Airport,120.088171,36.361953,机长,低风险
2711533,2024-07-23,5691,2024-07-23 15:33:00,2024-07-23 17:54:00,B-6643,A321,A320,0xBB5,62.0队,I,SHA,ZSSS,INC,ZLIC,"例行天气报告：银川(ZLIC, INC)机场；北京时间2024-07-23 19:00；210度的风7米/秒，风向在160度至240度间变化；能见度高于10公里；多云，云底高5000英尺(1500米)；气温为32℃，露点温度为18℃；修正海压为1003百帕；到23日12时30分UTC结束，天气逐渐转变到350度的风6米/秒。",3,2024,17.0,106.393214,38.322758,Yinchuan Hedong International Airport,121.33426,31.198104,机长,低风险
2711534,2024-07-23,6234,2024-07-24 08:03:00,2024-07-24 10:26:00,B-327X,A320-NEO,A320,0xBB5,62.0队,I,INC,ZLIC,SHA,ZSSS,"例行天气报告：虹桥(ZSSS, SHA)机场；北京时间2024-07-24 11:00；150度的风7米/秒，风向在120度至180度间变化；能见度高于10公里；微量的云，云底高3300英尺(990米)；气温为35℃，露点温度为25℃；修正海压为1001百帕；天气没有明显变化。",18L,2024,10.0,121.33426,31.198104,Shanghai Hongqiao International Airport,106.393214,38.322758,机长,低风险
2711535,2024-07-24,5307,2024-07-24 14:35:00,2024-07-24 16:17:00,B-6923,A321,A320,0xBB5,62.0队,I,SHA,ZSSS,CAN,ZGGG,"例行天气报告：广州(ZGGG, CAN)机场；北京时间2024-07-24 17:00；风向不定的风2米/秒；能见度高于10公里；微量的云，云底高5000英尺(1500米)；气温为37℃，露点温度为24℃；修正海压为994百帕；天气没有明显变化。",20L,2024,16.0,113.299004,23.392401,Guangzhou Baiyun International Airport,121.33426,31.198104,机长,低风险
2711536,2024-07-24,5314,2024-07-24 18:41:00,2024-07-24 20:34:00,B-6923,A321,A320,0xBB5,62.0队,I,CAN,ZGGG,SHA,ZSSS,"例行天气报告：虹桥(ZSSS, SHA)机场；北京时间2024-07-24 21:30；120度的风8米/秒；能见度高于10公里；多云，云底高2600英尺(780米)；气温为31℃，露点温度为26℃；修正海压为1000百帕；天气没有明显变化。",18L,2024,20.0,121.33426,31.198104,Shanghai Hongqiao International Airport,113.299004,23.392401,机长,低风险
2711537,2024-07-25,6381,2024-07-25 12:11:00,2024-07-25 13:44:00,B-6797,A320,A320,0xBB5,62.0队,I,PVG,ZSPD,XAI,ZHXY,"例行天气报告：信阳(ZHXY, XAI)机场；北京时间2024-07-25 15:00；10度的风5米/秒，风向在340度至50度间变化；能见度高于10公里；少浓积云，云底高3000英尺(900米)；气温为35℃，露点温度为28℃；修正海压为996百帕；天气没有明显变化。",7,2024,13.0,114.079141,32.540819,Xinyang Minggang Airport,121.805,31.1434,机长,低风险
2711538,2024-07-25,6381,2024-07-25 14:44:00,2024-07-25 16:14:00,B-6797,A320,A320,0xBB5,62.0队,I,XAI,ZHXY,CKG,ZUCK,"例行天气报告：重庆(ZUCK, CKG)机场；北京时间2024-07-25 17:00；310度的风4米/秒，风向在250度至340度间变化；能见度高于10公里；少云，云底高4600英尺(1380米)；气温为34℃，露点温度为24℃；修正海压为997百帕；天气没有明显变化。",3,2024,16.0,106.651895,29.712254,Chongqing Jiangbei International Airport,114.079141,32.540819,机长,低风险
2711539,2024-07-25,6382,2024-07-25 18:57:00,2024-07-25 20:13:00,B-6797,A320,A320,0xBB5,62.0队,I,CKG,ZUCK,XAI,ZHXY,"例行天气报告：信阳(ZHXY, XAI)机场；北京时间2024-07-25 21:00；340度的风2米/秒，风向在320度至20度间变化；天空状况良好；气温为30℃，露点温度为28℃；修正海压为998百帕；天气没有明显变化。",7,2024,20.0,114.079141,32.540819,Xinyang Minggang Airport,106.651895,29.712254,机长,低风险
2711540,2024-07-25,6382,2024-07-25 21:37:00,2024-07-25 22:54:00,B-6797,A320,A320,0xBB5,62.0队,I,XAI,ZHXY,PVG,ZSPD,"例行天气报告：浦东(ZSPD, PVG)机场；北京时间2024-07-25 23:30；110度的风8米/秒；能见度高于10公里；多云，云底高1300英尺(390米)；气温为29℃，露点温度为27℃；修正海压为999百帕；天气没有明显变化。",17R,2024,22.0,121.805,31.1434,Shanghai Pudong International Airport,114.079141,32.540819,机长,低风险
2712559,2024-07-23,2046,2024-07-24 10:00:00,2024-07-24 12:12:00,B-327F,A320-NEO,A320,0xBBB,68.0队,A,CSX,ZGHA,YNT,ZSYT,"例行天气报告：烟台(ZSYT, YNT)机场；北京时间2024-07-24 13:00；200度的风3米/秒，风向在170度至230度间变化；天空状况良好；气温为35℃，露点温度为27℃；修正海压为1000百帕；天气没有明显变化。",23,2024,12.0,120.978124,37.659724,Yantai Penglai International Airport,113.220001,28.189199,机长,低风险
2713416,2024-07-24,5672,2024-07-24 17:44:00,2024-07-24 19:04:00,B-30AW,A320-NEO,A320,0xBBD,3.0队,E,TAO,ZSQD,HGH,ZSHC,"例行天气报告：杭州(ZSHC, HGH)机场；北京时间2024-07-24 20:00；70度的风6米/秒；能见度高于10公里；少云，云底高4000英尺(1200米)；气温为31℃，露点温度为27℃；修正海压为997百帕；天气没有明显变化。",7,2024,19.0,120.428865,30.23609,Hangzhou Xiaoshan International Airport,120.088171,36.361953,教员,低风险
2713417,2024-07-24,6541,2024-07-25 09:14:00,2024-07-25 12:07:00,B-32C7,A320-NEO,A320,0xBBD,3.0队,E,HGH,ZSHC,JHG,ZPJH,"例行天气报告：西双版纳(ZPJH, JHG)机场；北京时间2024-07-25 13:00；140度的风2米/秒，风向在80度至200度间变化；能见度高于10公里；微量的积雨云，云底高2300英尺(690米)、少云，云底高2600英尺(780米)；气温为31℃，露点温度为25℃；修正海压为1000百帕；天气没有明显变化。",16,2024,12.0,100.762224,21.974648,Xishuangbanna Gasa International Airport,120.428865,30.23609,教员,低风险
2714630,2024-07-25,5243,2024-07-25 12:14:00,2024-07-25 13:31:00,B-8648,A321,A320,0xBBF,68.0队,A,TAO,ZSQD,NGB,ZSNB,"特选天气报告：宁波(ZSNB, NGB)机场；北京时间2024-07-25 14:09；130度的风10米/秒；能见度8000米；中等强度的阵雨；多云，云底高2000英尺(600米)、微量的浓积云，云底高2600英尺(780米)；气温为30℃，露点温度为27℃；修正海压为996百帕；到25日06时50分UTC结束，天气逐渐转变到小阵雨。",13,2024,13.0,121.46199798584000,29.82670021057130,Ningbo Lishe International Airport,120.088171,36.361953,机长,低风险
2714631,2024-07-25,5243,2024-07-25 17:03:00,2024-07-25 18:51:00,B-8648,A321,A320,0xBBF,68.0队,A,NGB,ZSNB,SZX,ZGSZ,"例行天气报告：深圳(ZGSZ, SZX)机场；北京时间2024-07-25 19:30；200度的风4米/秒；天空状况良好；气温为33℃，露点温度为29℃；修正海压为990百帕；天气没有明显变化。",16,2024,18.0,113.810997,22.639299,Shenzhen Bao'an International Airport,121.46199798584000,29.82670021057130,机长,低风险
2714632,2024-07-25,5244,2024-07-25 21:27:00,2024-07-25 23:09:00,B-8648,A321,A320,0xBBF,68.0队,A,SZX,ZGSZ,NGB,ZSNB,"例行天气报告：宁波(ZSNB, NGB)机场；北京时间2024-07-26 00:00；120度的风7米/秒；能见度高于10公里；小阵雨；多云，云底高2000英尺(600米)、微量的积雨云，云底高2600英尺(780米)、多云，云底高5000英尺(1500米)；气温为28℃，露点温度为26℃；修正海压为997百帕；近时天气为中等强度的阵雨；天气没有明显变化。",13,2024,23.0,121.46199798584000,29.82670021057130,Ningbo Lishe International Airport,113.810997,22.639299,机长,低风险
2714633,2024-07-25,5244,2024-07-26 00:05:00,2024-07-26 01:21:00,B-8648,A321,A320,0xBBF,68.0队,A,NGB,ZSNB,TAO,ZSQD,"例行天气报告：青岛(ZSQD, TAO)机场；北京时间2024-07-26 02:00；150度的风6米/秒；能见度高于10公里；多云，云底高1000英尺(300米)；气温为27℃，露点温度为27℃；修正海压为1001百帕；天气没有明显变化。",17,2024,1.0,120.088171,36.361953,Qingdao Jiaodong International Airport,121.46199798584000,29.82670021057130,机长,低风险
2715416,2024-07-24,6017,2024-07-24 12:26:00,2024-07-24 17:24:00,B-32AA,A320-NEO,A320,0xBC0,42.0队,I,PVG,ZSPD,SIN,WSSS,"例行天气报告：新加坡(WSSS, SIN)机场；北京时间2024-07-24 18:00；160度的风10节(6米/秒)，风向在130度至190度间变化；能见度高于10公里；微量的云，云底高2000英尺(600米)、多云，云底高30000英尺(9000米)；气温为31℃，露点温度为25℃；修正海压为1006百帕；天气没有明显变化。",20R,2024,17.0,103.994003,1.35019,Singapore Changi Airport,121.805,31.1434,第一副驾驶,低风险
2715417,2024-07-25,6018,2024-07-25 18:40:00,2024-07-26 00:03:00,B-322J,A320-NEO,A320,0xBC0,42.0队,I,SIN,WSSS,PVG,ZSPD,"例行天气报告：浦东(ZSPD, PVG)机场；北京时间2024-07-26 01:00；120度的风9米/秒；能见度高于10公里；多云，云底高1500英尺(450米)；气温为29℃，露点温度为26℃；修正海压为999百帕；到25日18时30分UTC结束，天气逐渐转变到多云，云底高1300英尺(390米)。",16L,2024,0.0,121.805,31.1434,Shanghai Pudong International Airport,103.994003,1.35019,第一副驾驶,低风险
2717542,2024-07-23,5511,2024-07-23 13:55:00,2024-07-23 15:13:00,B-8559,A321,A320,0xBC2,94.0队,A,PVG,ZSPD,TAO,ZSQD,"例行天气报告：青岛(ZSQD, TAO)机场；北京时间2024-07-23 16:00；160度的风8米/秒；天空状况良好；气温为26℃，露点温度为25℃；修正海压为999百帕；天气没有明显变化。",16,2024,15.0,120.088171,36.361953,Qingdao Jiaodong International Airport,121.805,31.1434,教员,低风险
2719578,2024-07-23,6131,2024-07-23 13:42:00,2024-07-23 15:26:00,B-6559,A320,A320,0xBC4,180.0队,L,TNA,ZSJN,CGQ,ZYCC,"例行天气报告：长春(ZYCC, CGQ)机场；北京时间2024-07-23 16:00；110度的风2米/秒，风向在60度至160度间变化；能见度高于10公里；微量的积雨云，云底高3000英尺(900米)、微量的云，云底高3000英尺(900米)；气温为27℃，露点温度为22℃；修正海压为1000百帕；到23日08时40分UTC结束，天气逐渐转变到中等强度的雷暴雨。",24,2024,15.0,125.684998,43.996201,Changchun Longjia International Airport,117.216003,36.857201,机长,低风险
2720738,2024-07-25,5015,2024-07-25 08:44:00,2024-07-25 11:36:00,B-1680,A321,A320,0xBC7,39.0队,P,PKX,ZBAD,HKG,VHHH,"例行天气报告：香港(VHHH, HKG)机场；北京时间2024-07-25 12:30；220度的风15节(8米/秒)；能见度高于10公里；微量的云，云底高2500英尺(750米)；气温为33℃，露点温度为25℃；修正海压为992百帕；天气没有明显变化。",25R,2024,11.0,113.915001,22.308901,Hong Kong International Airport,116.41092,39.509945,教员,低风险
2721919,2024-07-23,2517,2024-07-23 14:06:00,2024-07-23 16:05:00,B-8973,A320,A320,0xBC8,94.0队,A,WUH,ZHHH,TAO,ZSQD,"例行天气报告：青岛(ZSQD, TAO)机场；北京时间2024-07-23 17:00；190度的风4米/秒；天空状况良好；气温为26℃，露点温度为25℃；修正海压为999百帕；天气没有明显变化。",16,2024,16.0,120.088171,36.361953,Qingdao Jiaodong International Airport,114.213723,30.774798,机长,低风险
2721920,2024-07-25,6592,2024-07-25 18:17:00,2024-07-25 20:33:00,B-6870,A320,A320,0xBC8,94.0队,A,YNT,ZSYT,INC,ZLIC,"例行天气报告：银川(ZLIC, INC)机场；北京时间2024-07-25 22:00；130度的风3米/秒；天空状况良好；气温为23℃，露点温度为12℃；修正海压为1006百帕；天气没有明显变化。",3,2024,20.0,106.393214,38.322758,Yinchuan Hedong International Airport,120.978124,37.659724,机长,低风险
2721921,2024-07-25,6591,2024-07-25 21:41:00,2024-07-25 23:34:00,B-6870,A320,A320,0xBC8,94.0队,A,INC,ZLIC,YNT,ZSYT,"例行天气报告：烟台(ZSYT, YNT)机场；北京时间2024-07-26 01:00；150度的风2米/秒；天空状况良好；气温为27℃，露点温度为25℃；修正海压为1002百帕；天气没有明显变化。",23,2024,23.0,120.978124,37.659724,Yantai Penglai International Airport,106.393214,38.322758,机长,低风险
2727379,2024-07-23,5253,2024-07-23 17:15:00,2024-07-23 19:35:00,B-9901,A320,A320,0xBD1,94.0队,A,TAO,ZSQD,CKG,ZUCK,"例行天气报告：重庆(ZUCK, CKG)机场；北京时间2024-07-23 21:00；110度的风3米/秒，风向在90度至150度间变化；天空状况良好；气温为35℃，露点温度为21℃；修正海压为996百帕；天气没有明显变化。",20R,2024,19.0,106.651895,29.712254,Chongqing Jiangbei International Airport,120.088171,36.361953,机长,低风险
2727380,2024-07-23,5254,2024-07-23 20:53:00,2024-07-23 23:02:00,B-9901,A320,A320,0xBD1,94.0队,A,CKG,ZUCK,TAO,ZSQD,"例行天气报告：青岛(ZSQD, TAO)机场；北京时间2024-07-24 00:00；120度的风2米/秒；天空状况良好；气温为25℃，露点温度为25℃；修正海压为1001百帕；天气没有明显变化。",16,2024,23.0,120.088171,36.361953,Qingdao Jiaodong International Airport,106.651895,29.712254,机长,低风险
2727381,2024-07-25,5653,2024-07-26 07:55:00,2024-07-26 09:00:00,B-30FN,A320-NEO,A320,0xBD1,94.0队,A,TAO,ZSQD,HFE,ZSOF,"例行天气报告：合肥(ZSOF, HFE)机场；北京时间2024-07-26 10:00；70度的风5米/秒，风向在40度至100度间变化；能见度高于10公里；多云，云底高2300英尺(690米)；气温为32℃，露点温度为26℃；修正海压为997百帕；天气没有明显变化。",15,2024,9.0,116.9769,31.98779,Hefei Xinqiao International Airport,120.088171,36.361953,机长,低风险
2727382,2024-07-25,5653,2024-07-26 10:23:00,2024-07-26 11:55:00,B-30FN,A320-NEO,A320,0xBD1,94.0队,A,HFE,ZSOF,HUZ,ZGHZ,"例行天气报告：惠州(ZGHZ, HUZ)机场；北京时间2024-07-26 13:00；180度的风3米/秒，风向在120度至220度间变化；能见度高于10公里；满天云，云底高2600英尺(780米)；气温为31℃，露点温度为28℃；修正海压为994百帕；天气没有明显变化。",9,2024,11.0,114.599998,23.049999,Huizhou Pingtan Airport,116.9769,31.98779,机长,低风险
2731574,2024-07-25,6905,2024-07-26 06:55:00,2024-07-26 08:06:00,B-1836,A320,A320,0xBDE,3.0队,E,HGH,ZSHC,XAI,ZHXY,"例行天气报告：信阳(ZHXY, XAI)机场；北京时间2024-07-26 09:00；30度的风6米/秒；能见度8000米；微量的云，云底高1300英尺(390米)、满天云，云底高4000英尺(1200米)；气温为30℃，露点温度为28℃；修正海压为998百帕；天气没有明显变化。",7,2024,8.0,114.079141,32.540819,Xinyang Minggang Airport,120.428865,30.23609,机长,低风险
2732745,2024-07-25,6753,2024-07-26 15:30:00,2024-07-26 16:52:00,B-302G,A320-NEO,A320,0xBE6,166.0队,I,SHA,ZSSS,JJN,ZSQZ,"例行天气报告：泉州(ZSQZ, JJN)机场；北京时间2024-07-26 18:00；200度的风8米/秒，阵风13米/秒；能见度8000米；小阵雨；少云，云底高1000英尺(300米)、满天云，云底高3000英尺(900米)；气温为27℃，露点温度为26℃；修正海压为995百帕；天气没有明显变化。",21,2024,16.0,118.588883,24.796587,Quanzhou Jinjiang International Airport,121.33426,31.198104,教员,低风险
2736094,2024-07-23,5607,2024-07-23 16:50:00,2024-07-23 19:17:00,B-6430,A319,A320,0xBED,67.0队,P,ZHA,ZGZJ,PVG,ZSPD,"例行天气报告：浦东(ZSPD, PVG)机场；北京时间2024-07-23 20:00；150度的风6米/秒；天空状况良好；气温为29℃，露点温度为26℃；修正海压为1002百帕；天气没有明显变化。",17R,2024,19.0,121.805,31.1434,Shanghai Pudong International Airport,110.590278,21.481667,机长,低风险
2736095,2024-07-24,5465,2024-07-24 10:00:00,2024-07-24 11:10:00,B-8563,A320,A320,0xBED,67.0队,P,PVG,ZSPD,KHN,ZSCN,"例行天气报告：南昌(ZSCN, KHN)机场；北京时间2024-07-24 12:00；60度的风4米/秒，风向在30度至110度间变化；能见度高于10公里；微量的云，云底高2600英尺(780米)；气温为38℃，露点温度为28℃；修正海压为997百帕；天气没有明显变化。",3,2024,11.0,115.90271,28.864815,Nanchang Changbei International Airport,121.805,31.1434,机长,低风险
2736096,2024-07-24,6369,2024-07-24 20:04:00,2024-07-24 21:47:00,B-8975,A320,A320,0xBED,67.0队,P,KHN,ZSCN,TFU,ZUTF,"例行天气报告：天府(ZUTF, TFU)机场；北京时间2024-07-24 22:30；350度的风3米/秒，风向在320度至30度间变化；能见度高于10公里；微量的浓积云，云底高5000英尺(1500米)、少云，云底高5000英尺(1500米)；气温为29℃，露点温度为22℃；修正海压为1001百帕；天气没有明显变化。",2,2024,21.0,104.441284,30.31252,Chengdu Tianfu International Airport,115.90271,28.864815,机长,低风险
2736097,2024-07-24,6370,2024-07-24 23:18:00,2024-07-25 00:57:00,B-8975,A320,A320,0xBED,67.0队,P,TFU,ZUTF,KHN,ZSCN,"例行天气报告：南昌(ZSCN, KHN)机场；北京时间2024-07-25 02:00；风向不定的风1米/秒；天空状况良好；气温为31℃，露点温度为26℃；修正海压为993百帕；天气没有明显变化。",3,2024,0.0,115.90271,28.864815,Nanchang Changbei International Airport,104.441284,30.31252,机长,低风险
2738082,2024-07-25,6606,2024-07-25 09:32:00,2024-07-25 10:33:00,B-8281,A320,A320,0xBF0,179.0队,L,KMG,ZPPP,TFU,ZUTF,"例行天气报告：天府(ZUTF, TFU)机场；北京时间2024-07-25 11:30；风向不定的风1米/秒；能见度高于10公里；微量的浓积云，云底高4000英尺(1200米)、微量的云，云底高4000英尺(1200米)；气温为29℃，露点温度为24℃；修正海压为1001百帕；天气没有明显变化。",2,2024,10.0,104.441284,30.31252,Chengdu Tianfu International Airport,102.936743,25.110313,第一副驾驶,低风险
2740975,2024-07-25,2171,2024-07-25 15:33:00,2024-07-25 17:59:00,B-8861,A321,A320,0xBF5,124.0队,C,XIY,ZLXY,HAK,ZJHK,"例行天气报告：海口(ZJHK, HAK)机场；北京时间2024-07-25 19:00；260度的风3米/秒；能见度高于10公里；多云，云底高4600英尺(1380米)；气温为29℃，露点温度为26℃；修正海压为994百帕；天气没有明显变化。",28,2024,17.0,110.459,19.9349,Haikou Meilan International Airport,108.751999,34.447102,机长,低风险
2740976,2024-07-25,2172,2024-07-25 19:16:00,2024-07-25 21:53:00,B-8861,A321,A320,0xBF5,124.0队,C,HAK,ZJHK,XIY,ZLXY,"例行天气报告：西安(ZLXY, XIY)机场；北京时间2024-07-25 23:00；风向不定的风1米/秒；天空状况良好；气温为27℃，露点温度为23℃；修正海压为1002百帕；天气没有明显变化。",23L,2024,21.0,108.751999,34.447102,Xi'an Xianyang International Airport,110.459,19.9349,机长,低风险
2745489,2024-07-23,2149,2024-07-24 07:36:00,2024-07-24 08:56:00,B-32A9,A320-NEO,A320,0xBFB,122.0队,C,XIY,ZLXY,KWE,ZUGY,"例行天气报告：贵阳(ZUGY, KWE)机场；北京时间2024-07-24 10:00；180度的风5米/秒；能见度高于10公里；多云，云底高4300英尺(1290米)；气温为28℃，露点温度为19℃；修正海压为1006百帕；天气没有明显变化。",19R,2024,8.0,106.803331,26.541466,Guiyang Longdongbao International Airport,108.751999,34.447102,第一副驾驶,低风险
2745490,2024-07-24,2150,2024-07-24 10:43:00,2024-07-24 12:07:00,B-32A9,A320-NEO,A320,0xBFB,122.0队,C,KWE,ZUGY,XIY,ZLXY,"例行天气报告：西安(ZLXY, XIY)机场；北京时间2024-07-24 13:00；240度的风7米/秒；能见度8000米；少云，云底高3000英尺(900米)、满天云，云底高6000英尺(1800米)；气温为27℃，露点温度为23℃；修正海压为1002百帕；天气没有明显变化。",23L,2024,12.0,108.751999,34.447102,Xi'an Xianyang International Airport,106.803331,26.541466,第一副驾驶,低风险
2745491,2024-07-25,9932,2024-07-26 07:23:00,2024-07-26 11:01:00,B-8379,A319,A320,0xBFB,122.0队,C,KHG,ZWSH,XIY,ZLXY,"例行天气报告：西安(ZLXY, XIY)机场；北京时间2024-07-26 12:00；风向不定的风1米/秒；天空状况良好；气温为33℃，露点温度为23℃；修正海压为1004百帕；天气没有明显变化。",05L,2024,11.0,108.751999,34.447102,Xi'an Xianyang International Airport,76.019997,39.5429,第一副驾驶,低风险
